"順位","前回","前々回","タレント名","タレント名(全角カナ)","年齢","スコア","認知度","誘引率"
"360","169","277","矢作兼（おぎやはぎ）","ヤハギケン（オギヤハギ）","54","20","320","991"
"372","176","159","相葉雅紀（嵐）","アイバマサキ（アラシ）","42","19.8","69","1215"
"372","","286","IKKO","イッコー","63","19.8","102","1220"
"372","","361","ウエンツ瑛士","ウエンツエイジ（ワット）","40","19.8","90","1200"
"372","","370","小池徹平","コイケテッペイ（ワット）","39","19.8","252","1164"
"372","","348","剛力彩芽","ゴウリキアヤメ","33","19.8","137","1240"
"372","439","286","佐々木彩夏（ももいろクローバーＺ）","ササキアヤカ（モモイロクローバーゼット）","29","19.8","516","662"
"372","","409","島崎遥香","シマザキハルカ（エーケービーフォーティーエイト）","31","19.8","396","860"
"372","335","348","早田ひな","ハヤタヒナ","25","19.8","576","500"
"372","509","378","福士蒼汰","フクシソウタ","32","19.8","341","1077"
"372","509","507","横浜流星","ヨコハマリュウセイ","29","19.8","380","1018"
"382","249","217","Official髭男dism","オフィシャルヒゲダンディズム","","19.6","623","249"
"382","220","409","角田晃広（東京03）","カクタアキヒロ（トウキョウゼロサン）","51","19.6","495","696"
"382","","482","JUJU","ジュジュ","49","19.6","405","744"
"382","","348","杉本哲太","スギモトテッタ","60","19.6","429","598"
"382","541","446","清野菜名","セイノナナ","31","19.6","583","277"
"382","","437","徳光和夫","トクミツカズオ","84","19.6","14","1261"
"382","276","","野田クリスタル（マヂカルラブリー）","ノダクリスタル（マヂカルラブリー）","38","19.6","380","696"
"382","","395","松岡修造","マツオカシュウゾウ","58","19.6","69","1243"
"382","417","203","松岡茉優","マツオカマユ","30","19.6","396","551"
"382","653","577","山本舞香","ヤマモトマイカ","28","19.6","483","770"
"392","","421","河村勇輝","カワムラユウキ","24","19.3","576","177"
"392","","317","佐藤隆太","サトウリュウタ","45","19.3","362","980"
"392","455","401","3時のヒロイン","サンジノヒロイン","","19.3","380","906"
"392","519","224","霜降り明星","シモフリミョウジョウ","","19.3","229","1189"
"392","","326","玉山鉄二","タマヤマテツジ","45","19.3","471","493"
"392","528","421","津田健次郎","ツダケンジロウ","54","19.3","635","156"
"392","265","303","東野幸治","ヒガシノコウジ","58","19.3","196","1187"
"392","","519","miwa","ミワ","35","19.3","530","377"
"392","220","557","森香澄","モリカスミ","30","19.3","449","848"
"392","555","457","森川葵","モリカワアオイ","30","19.3","583","318"
"402","","177","加藤浩次","カトウコウジ","56","19.1","184","1179"
"402","495","266","桐谷健太","キリタニケンタ","45","19.1","303","1057"
"402","619","395","トム・ブラウン","トムブラウン","","19.1","506","952"
"402","","507","羽田美智子","ハダミチコ","57","19.1","471","538"
"406","541","493","新しい学校のリーダーズ","アタラシイガッコウノリーダーズ","","18.9","420","1085"
"406","302","431","生田斗真","イクタトウマ","41","18.9","396","980"
"406","","457","生駒里奈","イコマリナ（ノギザカフォーティーシックス）","29","18.9","411","902"
"406","143","143","城島茂","ジョウシマシゲル（トキオ）","55","18.9","79","1246"
"406","713","370","堂安律","ドウアンリツ","27","18.9","420","851"
"406","","326","中山秀征","ナカヤマヒデユキ","58","18.9","137","1224"
"406","548","337","平子祐希（アルコ＆ピース）","ヒラコユウキ（アルコ＆ピース）","46","18.9","380","906"
"406","519","209","森田哲矢（さらば青春の光）","モリタテツヤ（サラバセイシュンノヒカリ）","44","18.9","380","1018"
"406","","348","リリー・フランキー","リリーフランキー","62","18.9","357","1106"
"406","428","266","渡辺直美","ワタナベナオミ","38","18.9","69","1258"
"416","393","378","柄本時生","エモトトキオ","36","18.7","530","227"
"416","363","519","岡部大（ハナコ）","オカベダイ（ハナコ）","36","18.7","483","610"
"416","","266","勝俣州和","カツマタクニカズ","60","18.7","90","1258"
"416","417","499","木村昴","キムラスバル","35","18.7","462","585"
"416","","499","コカドケンタロウ(ロッチ)","コカドケンタロウ（ロッチ）","47","18.7","380","840"
"416","580","","鈴木誠也","スズキセイヤ","31","18.7","559","420"
"416","242","389","高橋茂雄（サバンナ）","タカハシシゲオ（サバンナ）","49","18.7","291","1225"
"416","417","235","DOMOTO(KinKi Kids)","ドウモト（キンキキッズ）","","18.7","411","833"
"416","684","446","中川大志","ナカガワタイシ","27","18.7","516","598"
"425","495","254","岡田将生","オカダマサキ","36","18.4","380","782"
"425","373","482","中条あやみ","ナカジョウアヤミ","28","18.4","440","610"
"425","538","482","福田麻貴（3時のヒロイン）","フクダマキ（サンジノヒロイン）","37","18.4","429","1052"
"425","285","266","フットボールアワー","フットボールアワー","","18.4","303","1154"
"425","","595","丸山桂里奈","マルヤマカリナ","42","18.4","184","1256"
"425","623","277","柳楽優弥","ヤギラユウヤ","35","18.4","380","906"
"425","455","477","吉沢亮","ヨシザワリョウ","31","18.4","483","677"
"432","363","437","Ado","アド","23","18.2","549","461"
"432","","337","井ノ原快彦","イノハラヨシヒコ（ブイシックス）","49","18.2","263","1211"
"432","610","507","鬼越トマホーク","オニゴエトマホーク","","18.2","405","889"
"432","363","499","影山優佳","カゲヤマユウカ（ヒナタザカフォーティーシックス）","24","18.2","583","384"
"432","","570","桐生祥秀","キリュウヨシヒデ","29","18.2","540","504"
"432","346","246","高城れに（ももいろクローバーＺ）","タカギレニ（モモイロクローバーゼット）","32","18.2","380","959"
"432","","361","高嶋ちさ子","タカシマチサコ","57","18.2","125","1262"
"432","804","499","玉森裕太（Kis-My-Ft2）","タマモリユウタ（キスマイフットツー）","35","18.2","449","917"
"432","","595","馬場典子","ババノリコ","51","18.2","429","724"
"432","","303","三浦友和","ミウラトモカズ","73","18.2","411","833"
"432","","552","村上佳菜子","ムラカミカナコ","31","18.2","396","1175"
"432","","466","森田剛","モリタゴウ（ブイシックス）","46","18.2","291","1244"
"444","","421","飯豊まりえ","イイトヨマリエ","27","18","540","566"
"444","","326","石黒賢","イシグロケン","59","18","279","1073"
"444","596","389","伊原六花","イハラリッカ","26","18","616","345"
"444","135","378","なすなかにし","ナスナカニシ","","18","483","677"
"444","630","577","弘中綾香","ヒロナカアヤカ","34","18","420","1085"
"449","538","667","秋元真夏","アキモトマナツ（ノギザカ フォーティーシックス）","32","17.8","516","906"
"449","","361","梅沢富美男","ウメザワトミオ","75","17.8","196","1205"
"449","509","482","柄本佑","エモトタスク","38","17.8","429","878"
"449","","361","高橋英樹","タカハシヒデキ","81","17.8","348","1093"
"449","","457","夏菜","ナツナ","36","17.8","462","870"
"449","","667","西田尚美","ニシダナオミ","","17.8","602","334"
"449","","533","秦基博","ハタモトヒロ","45","17.8","483","610"
"449","563","499","平手友梨奈","ヒラテユリナ（ケヤキザカフォーティーシックス）","24","17.8","540","799"
"449","","378","松山英樹","マツヤマヒデキ","33","17.8","380","1194"
"449","470","457","山田裕貴","ヤマダユウキ","35","17.8","559","420"
"449","373","499","ユースケ（ダイアン）","ユースケ（ダイアン）","48","17.8","449","637"
"460","563","691","岸井ゆきの","キシイユキノ","33","17.6","718","150"
"460","318","409","空気階段","クウキカイダン","","17.6","516","430"
"460","519","361","武田玲奈","タケダレナ","28","17.6","623","303"
"460","513","577","田村真子","タムラマコ","29","17.6","718","150"
"460","","370","つるの剛士","ツルノタケシ","50","17.6","166","1247"
"460","713","533","中村倫也","ナカムラトモヤ","38","17.6","368","1131"
"460","","370","長嶋一茂","ナガシマカズシゲ","59","17.6","45","1265"
"460","648","564","ナダル（コロコロチキチキペッパーズ）","ナダル（コロコロチキチキペッパーズ）","40","17.6","320","1251"
"460","148","395","長谷川忍（シソンヌ）","ハセガワシノブ（シソンヌ）","47","17.6","471","737"
"460","","254","船越英一郎","フナコシエイイチロウ","65","17.6","243","1214"
"460","","348","古田新太","フルタアラタ","59","17.6","310","1187"
"460","","564","前田敦子","マエダアツコ（エーケービーフォーティーエイト）","34","17.6","113","1266"
"472","","337","阿部一二三","アベヒフミ","28","17.3","368","1096"
"472","470","586","おいでやす小田（おいでやすこが）","オイデヤスオダ（オイデヤスコガ）","47","17.3","530","681"
"472","455","570","門脇麦","カドワキムギ","33","17.3","530","681"
"472","361","437","亀梨和也","カメナシカズヤ（カトゥーン）","39","17.3","166","1263"
"472","662","617","河合優実","カワイユウミ","24","17.3","648","379"
"472","","389","坂井真紀","サカイマキ","55","17.3","357","1063"
"472","","482","杉浦太陽","スギウラタイヨウ","44","17.3","330","1222"
"472","","533","角田夏実","ツノダナツミ","33","17.3","718","193"
"472","417","725","馬場ふみか","ババフミカ","30","17.3","693","301"
"472","592","337","松田龍平","マツダリュウヘイ","42","17.3","380","1194"
"472","810","629","宮司愛海","ミヤジマナミ","34","17.3","648","379"
"483","580","401","綾野剛","アヤノゴウ","43","17.1","263","1227"
"483","393","401","稲田直樹（アインシュタイン）","イナダナオキ（アインシュタイン）","40","17.1","449","976"
"483","","738","IMALU","イマル","36","17.1","362","1198"
"483","619","482","オズワルド","オズワルド","","17.1","495","1057"
"483","","533","斉藤和義","サイトウカズヨシ","59","17.1","530","779"
"483","470","409","坂口健太郎","サカグチケンタロウ","34","17.1","563","690"
"483","504","348","春風亭昇太","シュンプウテイショウタ","65","17.1","368","1048"
"483","804","803","當真あみ","トウマアミ","19","17.1","753","100"
"483","","337","本田望結","ホンダミユ","21","17.1","449","976"
"483","619","533","マヂカルラブリー","マヂカルラブリー","","17.1","396","1146"
"483","674","466","松下洸平","マツシタコウヘイ","38","17.1","623","428"
"483","417","533","吉住","ヨシズミ","36","17.1","540","449"
"495","363","437","アインシュタイン","アインシュタイン","","16.9","449","917"
"495","674","499","R-指定（Creepy Nuts）","アールシテイ（クリーピーナッツ）","34","16.9","540","799"
"495","501","533","井桁弘恵","イゲタヒロエ","28","16.9","583","833"
"495","","586","加瀬亮","カセリョウ","51","16.9","549","342"
"495","648","499","仲野太賀","ナカノタイガ","32","16.9","563","479"
"495","373","446","溝端淳平","ミゾバタジュンペイ","36","16.9","495","571"
"495","373","546","宮下草薙","ミヤシタクサナギ","34","16.9","471","817"
"495","753","595","モグライダー","モグライダー","","16.9","549","1043"
"495","265","395","りんたろー。（EXIT)","リンタロー。（イグジット）","39","16.9","362","1120"
"504","478","","今永昇太","イマナガショウタ","32","16.7","693","227"
"504","755","546","江藤愛","エトウアイ","40","16.7","583","318"
"504","","421","大森南朋","オオモリナオ","53","16.7","449","976"
"504","571","519","大森元貴（Mrs.GREEN APPLE）","オオモリモトキ(ミセスグリーンアップル)","29","16.7","635","504"
"504","478","577","かが屋","カガヤ","","16.7","602","287"
"504","571","533","瀬戸康史","セトコウジ","37","16.7","576","814"
"504","","457","長野博","ナガノヒロシ（ブイシックス）","53","16.7","420","1154"
"504","211","395","西村瑞樹（バイきんぐ）","ニシムラミズキ（バイキング）","48","16.7","462","934"
"504","637","519","藤井貴彦","フジイタカヒコ","53","16.7","563","690"
"504","630","570","ミキ","ミキ","","16.7","506","1127"
"514","335","493","亜生(ミキ)","アセイ（ミキ）","37","16.4","471","817"
"514","495","507","小川彩佳","オガワアヤカ","40","16.4","602","334"
"514","","493","軽部真一","カルベシンイチ","63","16.4","380","1063"
"514","519","586","昴生（ミキ）","コウセイ（ミキ）","39","16.4","506","809"
"514","528","586","佐久間宣行","サクマノブユキ","50","16.4","471","952"
"514","406","159","佐々木朗希","ササキロウキ","24","16.4","252","1240"
"514","637","437","SEKAI NO OWARI","セカイノオワリ","","16.4","462","1106"
"514","623","437","関口メンディー","セキグチメンディー（ジェネレーションズ フロム エグザイルトライブ）","34","16.4","341","1117"
"514","","533","寺島しのぶ","テラジマシノブ","52","16.4","429","1101"
"514","571","1014","畑芽育","ハタメイ","23","16.4","707","240"
"514","775","629","バッテリィズ","バッテリィズ","","16.4","684","222"
"514","455","507","満島真之介","ミツシマシンノスケ","36","16.4","576","898"
"514","451","337","宮川大輔","ミヤガワダイスケ","53","16.4","196","1257"
"514","339","370","村上信五（SUPER EIGHT(関ジャニ∞)）","ムラカミシンゴ（スーパーエイト(カンジャニエイト)）","43","16.4","348","1149"
"514","732","680","ゆめっち（3時のヒロイン）","ユメッチ(サンジノヒロイン)","31","16.4","563","610"
"529","670","617","蛙亭","カエルテイ","","16.2","583","581"
"529","","710","貴島明日香","キジマアスカ","29","16.2","616","610"
"529","684","651","染谷将太","ソメタニショウタ","33","16.2","583","744"
"529","755","586","東京ホテイソン","トウキョウホテイソン","","16.2","563","548"
"529","788","477","成田凌","ナリタリョウ","32","16.2","506","720"
"529","417","466","Mrs.GREEN APPLE","ミセスグリーン アップル","","16.2","563","548"
"529","363","651","みなみかわ","ミナミカワ","43","16.2","495","637"
"529","","431","三宅健","ミヤケケン（ブイシックス）","46","16.2","279","1254"
"529","833","595","渡邊雄太","ワタナベユウタ","31","16.2","660","390"
"538","417","638","兼近大樹(EXIT)","カネチカダイキ（イグジット）","34","16","449","1131"
"538","","570","佐倉綾音","サクラアヤネ","31","16","785","59"
"538","612","546","趣里","シュリ","35","16","583","656"
"538","","546","杉村太蔵","スギムラタイゾウ","46","16","243","1274"
"538","","617","鈴木砂羽","スズキサワ","53","16","420","1127"
"538","541","710","高野正成（きしたかの）","タカノマサノリ（キシタカノ）","36","16","660","464"
"538","","466","トリンドル玲奈","トリンドルレイナ","33","16","396","1030"
"538","","629","錦戸亮","ニシキドリョウ（カンジャニエイト）","41","16","396","1175"
"538","528","482","ハナコ","ハナコ","","16","530","551"
"538","","446","平野美宇","ヒラノミウ","25","16","549","902"
"538","455","651","ぼる塾","ボルジュク","","16","559","844"
"538","","421","桝太一","マスタイチ","44","16","506","952"
"538","528","617","目黒蓮（Snow Man）","メグロレン（スノーマン）","28","16","583","991"
"538","","519","RADWIMPS","ラッドウィンプス","","16","602","464"
"552","","416","荒川良々","アラカワヨシヨシ","51","15.8","540","703"
"552","769","651","かなで（3時のヒロイン）","カナデ（サンジノヒロイン）","33","15.8","483","1164"
"552","455","638","神田愛花","カンダアイカ","45","15.8","429","1052"
"552","548","482","じろう（シソンヌ）","ジロウ（シソンヌ）","47","15.8","602","525"
"552","","507","高橋大輔","タカハシダイスケ","39","15.8","405","1135"
"552","810","519","林遣都","ハヤシケント","34","15.8","530","496"
"552","630","617","日向坂46","ヒナタザカフォーティーシックス","","15.8","732","479"
"552","","748","深川麻衣","フカガワマイ（ノギザカフォーティーシックス）","34","15.8","753","206"
"552","755","629","三浦翔平","ミウラショウヘイ","37","15.8","549","822"
"552","656","564","ラランド","ラランド","","15.8","576","814"
"562","674","691","板垣李光人","イタガキリヒト","23","15.6","648","256"
"562","560","595","King Gnu","キングヌー","","15.6","623","640"
"562","519","570","Creepy Nuts","クリーピーナッツ","","15.6","635","574"
"562","487","617","櫻坂46","サクラザカフォーティーシックス（ケヤキザカフォーティーシックス）","","15.6","693","590"
"562","623","595","志尊淳","シソンジュン","30","15.6","616","416"
"562","","","髙比良くるま（令和ロマン）","タカヒラクルマ（レイワロマン）","31","15.6","516","1037"
"562","584","667","堤礼実","ツツミレイミ","32","15.6","732","152"
"562","","725","BABYMETAL","ベビーメタル","","15.6","753","279"
"562","257","348","みやぞん","ミヤゾン（アンゼンマンザイ）","40","15.6","263","1237"
"562","653","431","盛山晋太郎(見取り図)","モリヤマシンタロウ（ミトリズ）","39","15.6","462","870"
"562","810","595","山田杏奈","ヤマダアンナ","24","15.6","732","404"
"562","623","421","山之内すず","ヤマノウチスズ","24","15.6","449","1033"
"562","504","557","ゆうちゃみ（古川優奈）","ユウチャミ（コガワユウナ）","24","15.6","549","902"
"575","692","638","池松壮亮","イケマツソウスケ","35","15.3","602","672"
"575","","389","伊沢拓司","イザワタクシ","31","15.3","440","1120"
"575","755","748","桜井ユキ","サクライユキ","38","15.3","753","206"
"575","","482","太川陽介","タガワヨウスケ","66","15.3","440","1175"
"575","","577","中村静香","ナカムラシズカ","37","15.3","635","363"
"575","","507","橋本愛","ハシモトアイ","29","15.3","516","976"
"575","560","606","堀田真由","ホッタマユ","27","15.3","635","504"
"575","","","松井ケムリ（令和ロマン）","マツイケムリ（レイワロマン）","32","15.3","563","878"
"575","605","738","宮沢氷魚","ミヤザワヒオ","31","15.3","707","190"
"584","","457","ケツメイシ","ケツメイシ","","15.1","540","950"
"584","732","1067","志田彩良","シダサラ","26","15.1","842","64"
"584","825","786","Da-iCE","ダイス","","15.1","808","318"
"584","612","710","宮澤エマ","ミヤザワエマ","37","15.1","635","431"
"588","","638","赤星憲広","アカホシノリヒロ","49","14.9","583","923"
"588","495","446","岩田絵里奈","イワタエリナ","30","14.9","718","254"
"588","","477","上地雄輔","カミジユウスケ","46","14.9","368","1181"
"588","823","725","コットン","コットン","","14.9","660","703"
"588","","748","鈴木愛理","スズキアイリ","31","14.9","732","200"
"588","504","680","Snow Man","スノーマン","","14.9","684","572"
"588","630","700","中島健人","ナカジマケント（セクシー ゾーン）","31","14.9","540","1131"
"588","","277","速水もこみち","ハヤミモコミチ","41","14.9","243","1250"
"588","","651","ぱーてぃーちゃん","パーティーチャン","","14.9","549","1101"
"588","","667","ユージ","ユージ","38","14.9","449","1159"
"588","749","638","竜星涼","リュウセイリョウ","32","14.9","732","200"
"599","918","856","荒川（エルフ）","アラカワ（エルフ）","29","14.7","576","898"
"599","670","606","尾上松也","オノエマツヤ","40","14.7","506","952"
"599","560","557","加藤清史郎","カトウセイシロウ","24","14.7","420","1181"
"599","470","437","クロちゃん（安田大サーカス）","クロチャン（ヤスダダイサーカス）","48","14.7","125","1276"
"599","","667","桑子真帆","クワコマホ","38","14.7","635","762"
"599","","533","こがけん（おいでやすこが）","コガケン（オイデヤスコガ）","46","14.7","602","594"
"599","","617","小手伸也","コテシンヤ","51","14.7","635","574"
"599","788","595","桜田ひより","サクラダヒヨリ","22","14.7","785","1"
"599","","507","新川優愛","シンカワユア","31","14.7","648","379"
"599","","786","田中瞳","タナカヒトミ","29","14.7","753","431"
"599","","738","中村ゆり","ナカムラユリ","43","14.7","842","64"
"599","788","710","NiziU","ニジュー","","14.7","660","817"
"599","","748","ネルソンズ","ネルソンズ","","14.7","732","404"
"599","","466","ハマ・オカモト（OKAMOTO's）","ハマオカモト（オカモトズ）","34","14.7","495","1112"
"599","571","667","山崎怜奈","ヤマザキレナ（ノギザカフォーティーシックス）","28","14.7","623","640"
"599","528","437","山田涼介（Hey! Say! JUMP）","ヤマダリョウスケ（ヘイセイジャンプ）","32","14.7","495","1112"
"615","495","546","イワクラ（蛙亭）","イワクラ（カエルテイ）","35","14.4","563","878"
"615","","638","大原櫻子","オオハラサクラコ","29","14.4","648","786"
"615","","838","岡田紗佳","オカダサヤカ","31","14.4","559","1154"
"615","","446","坂上忍","サカガミシノブ","58","14.4","36","1279"
"615","439","866","さや香","サヤカ","","14.4","648","786"
"615","","507","竹内由恵","タケウチヨシエ","39","14.4","516","1099"
"615","","638","武田梨奈","タケダリナ","34","14.4","753","206"
"615","729","586","松丸亮吾","マツマルリョウゴ","29","14.4","483","1164"
